"CustomerNo","fk_catalog_segment","sku_simple","id_catalog_simple","avg_size","prediction","simple_list","cluster_total","profiles"
2560912,1,"AE303SH06NOFINDFAS-1884010",1884010,23.5,"TRUE","1884010:0.62,1884011:0.49,1884009:0.47,1884012:0.34,1884008:0.33,1884013:0.27",4,2
2560912,1,"TO327SH90ZDLINDFAS-3934731",3934731,25.3,"FALSE","3934727:0.56,3934729:0.47,3934731:0.37,3934733:0.27,3934735:0.24,3934737:0.22",4,2
256109,1,"ST446SH43YJCINDFAS-3991982",3991982,23.5,NA,"3991986:0.50,3991984:0.48,3991982:0.44,3991988:0.43,3991980:0.38,3991990:0.37,3991992:0.34,3991978:0.33,3991976:0.29,3991974:0.22",4,3
2561152,2,"GA180SH77WAKINDFAS-2120092",2120092,27,"FALSE","2120091:0.32,2120094:0.27,2120092:0.27,2120093:0.25,2120095:0.22,2120096:0.17",7,6
2561911,1,"MI162SH98JFDINDFAS-3220755",3220755,24.3,"TRUE","3220755:0.67,3220757:0.56,3220765:0.55,3220759:0.47,3220763:0.47,3220761:0.37",2,1
2565428,1,"CA027SH10XANINDFAS-2896301",2896301,24.9,"FALSE","2896305:0.52,2896303:0.50,2896301:0.40,2896295:0.29,2896297:0.28,2896299:0.27",3,2
2565530,1,"ZE980SH33LMGINDFAS-1933945",1933945,23.7,"TRUE","1933945:0.60,1933944:0.53,1933946:0.47,1933943:0.43,1933947:0.36,1933948:0.26",4,2
2568335,2,"PA688SH58BRTINDFAS-2906235",2906235,25.4,"TRUE","2906237:0.42,2906235:0.42,2906233:0.32,2906239:0.32,2906241:0.23,2906231:0.23",7,4
2568923,2,"GA180SH90OIVINDFAS-3645569",3645569,26.2,"FALSE","3645573:0.59,3645575:0.51,3645571:0.47,3645577:0.40,3645569:0.39,3645579:0.33",1,1
2571126,1,"UR080SH80YMDINDFAS-3021049",3021049,24.4,"FALSE","3021051:0.58,3021053:0.54,3021049:0.44,3021055:0.40,3021047:0.40,3021057:0.29",1,1
2571384,1,"FN738SH59RBSINDFAS-1482133",1482133,24.5,"FALSE","1482132:0.38,1482135:0.37,1482133:0.36,1482134:0.35,1482131:0.33,1482130:0.29",4,4
2571805,2,"AL005SH13JAC-21268",21268,27.3,"FALSE","21267:0.42,21268:0.41,21266:0.35,21269:0.35,21265:0.32,146436:0.31,21264:0.29",5,4
2574067,2,"BA305SH86BMNINDFAS-3378791",3378791,27.5,"FALSE","3378793:0.39,3378791:0.36,3378789:0.32,3378787:0.27,3378785:0.22,3378783:0.02",7,4
257493,1,"CA028SH05JHIINDFAS-976913",976913,23.55,"FALSE","976914:0.56,976913:0.54,976915:0.46,976912:0.46,976917:0.40,976916:0.40",1,1
2576142,2,"NI091SH80WOPINDFAS-2302048",2302048,27,"FALSE","2302047:0.47,2302048:0.42,2302049:0.31,2302046:0.30,2302050:0.20,2302051:0.18",6,4
2576743,2,"CO036SH31EBOINDFAS-1187915",1187915,26.5,"FALSE","1187916:0.48,1187915:0.37,1187917:0.37,1187918:0.33,1187914:0.27,1187913:0.16,1187912:0.11,1187911:0.04,1187910:0.02",23,5
257704,2,"VA131SH02OOBINDFAS-3762195",3762195,27.94,"FALSE","3762191:0.53,3762193:0.41,3762199:0.40,3762195:0.39,3762197:0.39,3762201:0.32",1,1
2577546,1,"ZC657SH84RGTINDFAS-2586273",2586273,24.3,"TRUE","2586273:0.50,2586271:0.45,2586275:0.42,2586269:0.38,2586277:0.35,2586279:0.33",2,2
2578276,1,"SH405SH02IAVINDFAS-3745605",3745605,23,"TRUE","3745607:0.50,3745605:0.50,3745609:0.41,3745613:0.33,3745611:0.33,3745615:0.33",2,2
2581264,1,"CA027SH28RWLINDFAS-1053490",1053490,25.7,"TRUE","1053490:0.56,1053489:0.50,1053491:0.44,1053488:0.35,1053487:0.22,1053486:0.17",8,4
2582973,2,"PR101SH84YFJINDFAS-2842639",2842639,25.4,"TRUE","2842639:0.56,2842641:0.52,2842643:0.48,2842645:0.40,2842647:0.38",1,1
2583961,2,"RE104SH80UZFINDFAS-2361989",2361989,26.7,"TRUE","2361989:0.43,2361987:0.43,2361985:0.40,2361991:0.40,2361983:0.37,2361993:0.34",3,3
2584335,1,"PA688SH36JOTINDFAS-2444313",2444313,24.1,"FALSE","2444315:0.69,2444313:0.56,2444317:0.56,2444311:0.46,2444309:0.30,2444307:0.15",13,4
2591238,1,"LA037SH94HURINDFAS-1872225",1872225,25.7,"TRUE","1872225:0.83,1872224:0.73,1872226:0.65,1872223:0.51,1872222:0.33,1872221:0.23",10,1
2592423,1,"RE105SH69ZFUINDFAS-1557024",1557024,23.5,"TRUE","1557024:0.74,1557025:0.58,1557026:0.41,1557027:0.24",4,1
2593304,1,"KI520SH08LRJINDFAS-2931649",2931649,23.55,"TRUE","2931649:0.50,2931647:0.44,2931651:0.41,2931653:0.33,2931655:0.27,2931657:0.25",4,3
2593541,1,"CA027SH04KTNINDFAS-2871799",2871799,24.9,"TRUE","2871799:0.59,2871801:0.50,2871797:0.43,2871793:0.40,2871803:0.39,2871795:0.39",1,1
2593843,1,"LA037SH86VDTINDFAS-2412783",2412783,24.9,"FALSE","2412785:0.58,2412783:0.51,2412787:0.45,2412777:0.40,2412779:0.39,2412781:0.38",1,1
2593843,1,"CA027SH99JUEINDFAS-2216535",2216535,23.8,"FALSE","2216537:0.58,2216536:0.51,2216538:0.45,2216533:0.40,2216534:0.39,2216535:0.38",1,1
2593843,1,"LA037SH90UVXINDFAS-2411559",2411559,23.8,"FALSE","2411563:0.58,2411561:0.51,2411565:0.45,2411555:0.40,2411557:0.39,2411559:0.38",1,1
2597908,2,"CL034SH88XWXINDFAS-3781831",3781831,25.7,"FALSE","3781829:0.40,3781833:0.39,3781831:0.39,3781835:0.33,3781827:0.33,3781837:0.27",3,3
2599415,1,"LA077SH84JOTINDFAS-4077199",4077199,23.55,"TRUE","4077199:0.60,4077197:0.52,4077201:0.50,4077203:0.40,4077205:0.40,4077207:0.40",1,1
2599664,1,"MI162SH96JJBINDFAS-3221367",3221367,23,"FALSE","3221369:0.78,3221367:0.68,3221371:0.65,3221373:0.52,3221375:0.42,3221377:0.30",19,3
2601966,1,"SO714SH70BOFINDFAS-3203825",3203825,25.3,"TRUE","3203825:0.63,3203827:0.60,3203823:0.53,3203821:0.43,3203819:0.32,3203817:0.31",2,1
2602556,1,"MI162SH38UERINDFAS-2409119",2409119,23.55,"TRUE","2409119:0.38,2409117:0.33,2409121:0.31,2409123:0.25,2409125:0.22,2409127:0.18",12,5
2605430,1,"CU557SH27XNSINDFAS-2304589",2304589,24.1,"FALSE","2304590:0.59,2304589:0.52,2304591:0.49,2304588:0.43,2304592:0.40,2304587:0.39",1,1
2605581,1,"CR037SH12EGTINDFAS-2134607",2134607,21.59,"FALSE","2134608:0.64,1691417:0.57,2134610:0.49,2134607:0.45,2134606:0.37,4451126:0.33,4451128:0.33,2134609:0.32",2,1
2605980,2,"AR015SH14EDXINDFAS-2972441",2972441,26.2,"TRUE","2972441:0.48,2972449:0.40,2972447:0.40,2972443:0.40,2972445:0.39,2972451:0.33",1,1
2606711,1,"MY465SH66GGJINDFAS-3390609",3390609,25,"TRUE","3390609:0.50,3390613:0.50,3390611:0.44,3390607:0.42,3390603:0.33,3390605:0.33",2,2
2606774,2,"FU062SH71FLSINDFAS-2324915",2324915,27.4,"FALSE","2324917:0.37,2324913:0.37,2324914:0.36,2324915:0.34,2324918:0.33,2324916:0.32",4,4
2606951,1,"KI520SH08BRJINDFAS-3501529",3501529,25,"FALSE","3501531:0.60,3501529:0.52,3501533:0.51,3501527:0.43,3501523:0.40,3501525:0.40",1,1
2606951,1,"LA077SH48JTZINDFAS-4078019",4078019,25,"FALSE","4078021:0.60,4078019:0.52,4078023:0.51,4078017:0.43,4078015:0.40,4078013:0.40",1,1
2612919,1,"LE080SH84AKLINDFAS-3787621",3787621,23.8,"FALSE","3787619:0.49,3787621:0.47,3787623:0.39,3787625:0.32,3787627:0.28,3787629:0.25",8,2
2612919,1,"LE080SH80AKPINDFAS-3787645",3787645,23.8,"FALSE","3787643:0.49,3787645:0.47,3787647:0.39,3787649:0.32,3787651:0.28,3787653:0.25",8,2
2613824,2,"JE157SH12KFRINDFAS-2988401",2988401,27.3,"FALSE","2988399:0.44,2988405:0.44,2988401:0.39,2988397:0.38,2988403:0.38,2988395:0.31",5,3
2613824,2,"WO500SH79HHOINDFAS-2210672",2210672,28.75,"TRUE","2210669:0.44,2210672:0.44,2210671:0.40,2210670:0.39,2210673:0.34,2210674:0.29",5,3
2613824,2,"JE157SH18JXTINDFAS-2987169",2987169,27.3,"FALSE","2987173:0.44,2987167:0.44,2987169:0.39,2987165:0.38,2987171:0.38,2987163:0.31",5,3
2615679,1,"CA027SH98KTTINDFAS-2871837",2871837,22.4,"FALSE","2871839:0.53,2871837:0.47,2871829:0.44,2871831:0.30,2871833:0.26,2871835:0.21",7,3
2615679,1,"CA027SH58HGRINDFAS-3332237",3332237,22.4,"FALSE","3332239:0.53,3332237:0.47,3332241:0.44,3332243:0.30,3332245:0.26,3332247:0.21",7,3
2615679,1,"CA027SH24WZZINDFAS-2896213",2896213,22.9,"TRUE","2896213:0.53,2896211:0.47,2896215:0.44,2896217:0.30,2896219:0.26,2896221:0.21",7,3
2615679,1,"CA027SH40WZJINDFAS-2896117",2896117,22.9,"TRUE","2896117:0.53,2896115:0.47,2896119:0.44,2896121:0.30,2896123:0.26,2896125:0.21",7,3
2615973,2,"AN429SH06WPHINDFAS-2662555",2662555,27.3,"TRUE","2662555:0.57,2662557:0.53,2662553:0.49,2662549:0.40,2662551:0.40",1,1
2615973,2,"AN429SH06WPHINDFAS-2662553",2662553,26.7,"FALSE","2662555:0.57,2662557:0.53,2662553:0.49,2662549:0.40,2662551:0.40",1,1
2619059,1,"HY945SH96PLZINDFAS-1368745",1368745,23,"TRUE","1368745:0.57,1368746:0.50,1368747:0.43,1368748:0.36,1368749:0.30,1368750:0.29",3,2
2620592,1,"ZC657SH13MQWINDFAS-1882840",1882840,23,"TRUE","1882840:0.72,1882841:0.63,1882842:0.50,1882843:0.39,1882844:0.29,1882845:0.18",14,3
2620592,1,"JC046SH71UQYINDFAS-2297052",2297052,23,"TRUE","2297052:0.72,2297053:0.63,2297054:0.50,2297055:0.39,2297056:0.29,2297057:0.18",14,3
2621322,1,"CA028SH66JMRINDFAS-977746",977746,23,"FALSE","977750:0.43,977749:0.43,977751:0.38,977748:0.36,977746:0.29,977747:0.29",3,3
2624328,2,"KN667SH42DMJINDFAS-1690141",1690141,25.1,"FALSE","1690143:0.56,1690142:0.52,1690144:0.47,1690141:0.44,1690145:0.33,1690146:0.31",5,3
2624732,1,"BE043SH36OVBINDFAS-2819981",2819981,25.6,"TRUE","2819981:0.53,2819979:0.47,2819983:0.46,2819977:0.38,2819985:0.38,2819975:0.29",9,4
2624966,1,"MI162SH46JHDINDFAS-3221077",3221077,25,"TRUE","3221077:0.47,3221067:0.41,3221075:0.39,3221069:0.34,3221073:0.31,3221071:0.25",11,4
2625444,1,"JC046SH94UQBINDFAS-2296919",2296919,26.2,"FALSE","2296915:0.50,2296914:0.44,2296916:0.41,2296917:0.33,2296918:0.27,2296919:0.25",8,5
2625572,3,"DI040SH99PLKINDFAS-688270",688270,16.08,"NOPRED","688270:0.31,688269:0.29,688271:0.29,688268:0.27,688272:0.27,688273:0.27",9,6
2625572,3,"DI040SH59PMYINDFAS-688501",688501,16.08,"NOPRED","688501:0.31,688500:0.29,688502:0.29,688499:0.27,688503:0.27,688504:0.27",9,6
2625572,3,"DI040SH99PLKINDFAS-688272",688272,17.78,"NOPRED","688270:0.31,688269:0.29,688271:0.29,688268:0.27,688272:0.27,688273:0.27",9,6
2626484,1,"AD004SH19UFWINDFAS-1730519",1730519,25.7,"TRUE","1730519:0.58,1730518:0.50,1730520:0.47,1730521:0.36,2629737:0.27",1,1
2627484,2,"ZC657SH56YGDINDFAS-1848679",1848679,26.7,"TRUE","1848679:0.60,1848680:0.52,1848678:0.51,1848681:0.43,1848677:0.41",1,1
2628350,2,"AS017SH60CKLINDFAS-2137031",2137031,26,"TRUE","2137031:0.50,2137030:0.45,2137032:0.39,2137033:0.33,2137035:0.33,2137034:0.32",2,2
2631090,3,"KI446SH03XXSINDFAS-1674788",1674788,21.25,"FALSE","1674790:0.39,1674787:0.38,1674789:0.37,1674788:0.36,1674786:0.35,1674785:0.33,1674784:0.32",4,3
2631090,3,"PU102SH02AIZINDFAS-3498923",3498923,21,"FALSE","3498929:0.44,3498927:0.41,3498925:0.38,3498921:0.36,3498923:0.36,3498919:0.34,3498917:0.32,3498915:0.30",4,3
2632571,2,"NU094SH56TFNINDFAS-1599873",1599873,25,"FALSE","1599875:0.57,1599874:0.56,1599876:0.44,1599873:0.43,1599877:0.40,1599878:0.37",1,1
2634206,1,"CA027SH24WZZINDFAS-2896219",2896219,25.7,"TRUE","2896219:0.58,2896217:0.51,2896221:0.45,2896211:0.40,2896213:0.39,2896215:0.38",1,1
2634208,1,"MI162SH34UEVINDFAS-2409149",2409149,25.55,"TRUE","2409143:0.50,2409149:0.50,2409141:0.44,2409147:0.44,2409151:0.42,2409145:0.41",2,2
2634208,1,"MI162SH38UERINDFAS-2409119",2409119,23.55,"TRUE","2409125:0.50,2409119:0.50,2409117:0.44,2409123:0.44,2409127:0.42,2409121:0.41",2,2
2634929,1,"LE080SH63FVCINDFAS-1696108",1696108,24.5,"FALSE","1696109:0.76,1696110:0.71,1696108:0.69,1696111:0.65,1696107:0.56,1696106:0.51",5,1
263658,1,"NE717SH24XKTINDFAS-2602703",2602703,25.55,"FALSE","2602701:0.33,2602697:0.33,2602695:0.29,2602703:0.29,2602699:0.28",11,5
2637309,1,"CA027SH30YMNINDFAS-3932413",3932413,24.9,"FALSE","3932415:0.57,3932413:0.50,3932417:0.45,3932411:0.35,3932409:0.23,3932407:0.16",18,5
2638125,1,"JC046SH94UXTINDFAS-2792867",2792867,22.4,"FALSE","2298114:0.67,2298115:0.58,2792867:0.57,2298116:0.47,2298117:0.36,2298118:0.33,2298119:0.33",2,1
2641045,2,"EG045SH80PUPINDFAS-2348821",2348821,26.7,"TRUE","2348821:0.60,2348823:0.52,2348819:0.51,2348817:0.47,2348825:0.44,2348815:0.43",1,1
2641716,2,"AN429SH87RQAINDFAS-1483300",1483300,27.3,"FALSE","1483299:0.43,1483300:0.41,1483301:0.38,1483298:0.36,1483297:0.30",3,3
2641728,2,"UN573SH90XWRINDFAS-2542125",2542125,27,"FALSE","2542123:0.53,2542125:0.43,2542129:0.39,2542127:0.38,2542131:0.38,2542133:0.35",1,1
2644439,1,"ZC657SH84KLNINDFAS-3044877",3044877,25.55,"TRUE","3044877:0.67,3044875:0.58,3044879:0.57,3044873:0.47,3044871:0.36,3044869:0.27",5,2
2644439,1,"ZC657SH96ULZINDFAS-2530689",2530689,25.55,"TRUE","2530689:0.67,2530687:0.58,2530691:0.57,2530685:0.47,2530683:0.36,2530681:0.27",5,2
2644439,1,"MB095SH74HXXINDFAS-1086936",1086936,25.55,"TRUE","1086936:0.67,1086935:0.58,1086937:0.57,1086934:0.47,1086933:0.36,1086932:0.27",5,2
2644439,1,"LA037SH48UXNINDFAS-2411815",2411815,25.7,"TRUE","2411815:0.64,2411813:0.57,2411817:0.50,2411811:0.40,2411809:0.26,2411807:0.22",5,2
2648039,1,"ME936SH58HTTINDFAS-1032378",1032378,24.3,"FALSE","1032376:0.56,1032377:0.48,1032375:0.48,1032378:0.39,1032379:0.30,1032380:0.24,1032381:0.22",5,2
2648397,1,"LE080SH89FUCINDFAS-1695954",1695954,23.8,"FALSE","1695953:0.59,1695954:0.57,1695955:0.47,1695956:0.39,1695957:0.39,1695958:0.39",1,1
2648397,1,"AD004SH49DOWINDFAS-1863306",1863306,24.8,"TRUE","1863306:0.43,1863307:0.39,1863308:0.38,1863309:0.34,2629685:0.27",1,1
264865,1,"SO714SH60BOPINDFAS-3203879",3203879,24.7,"TRUE","3203879:0.60,3203881:0.60,3203877:0.49,3203875:0.39,3203873:0.30",10,3
2650818,1,"SH405SH48ICXINDFAS-3745933",3745933,24.3,"TRUE","3745933:0.43,3745935:0.43,3745937:0.37,3745931:0.35,3745939:0.31,3745929:0.30",10,3
2651173,1,"AL007SH25TXQINDFAS-2177744",2177744,25.654,"FALSE","2177743:0.56,2177742:0.49,2177744:0.48,2177741:0.42,2177745:0.42",3,2
265120,1,"LA858SH36WPNINDFAS-2009564",2009564,23.3,"FALSE","2009566:0.43,2009564:0.40,2009565:0.40,2009567:0.37,2009563:0.34,2009568:0.30",3,3
2651710,1,"CA027SH23VPWINDFAS-2299503",2299503,25.7,"TRUE","2299503:0.58,2299502:0.51,2299504:0.45,2299499:0.40,2299500:0.39,2299501:0.38",1,1
2651710,3,"TW177SH70XABINDFAS-1551299",1551299,20.32,"FALSE","1551298:0.41,1551299:0.38,1551300:0.36,1551301:0.33,1551302:0.31,1551303:0.29",3,3
2651710,3,"DI040SH28KAXINDFAS-1985584",1985584,18.62,"NOPRED","1985580:0.43,1985584:0.43,1985583:0.42,1985581:0.40,1985579:0.40,1985582:0.40",3,3
2652605,1,"KI520SH34BQJINDFAS-3501367",3501367,22.4,"FALSE","3501369:0.67,3501371:0.58,3501367:0.57,3501373:0.47,3501375:0.36,3501377:0.27",5,2
2653169,1,"ZC657SH62SIRINDFAS-3840185",3840185,23.55,"TRUE","3840185:0.50,3840183:0.50,3840187:0.41,3840193:0.33,3840189:0.33,3840191:0.33",2,2
2655692,1,"BL542SH90RYFINDFAS-2000107",2000107,26.2,"TRUE","2000107:0.56,2000106:0.47,2000105:0.41,2000104:0.34,2000103:0.27,2000102:0.21,2000101:0.14",12,5
2657888,1,"JC046SH42GBLINDFAS-2030062",2030062,25.55,"TRUE","2030062:0.43,2030060:0.43,2030059:0.38,2030061:0.37,2030063:0.36,2030058:0.33",3,3
265845,3,"PU102SH06AIVINDFAS-3498887",3498887,19,"FALSE","3498897:0.50,3498885:0.49,3498887:0.49,3498895:0.47,3498883:0.46,3498889:0.46,3498893:0.43,3498891:0.42",2,2
2660681,2,"AN429SH26PKFINDFAS-2287868",2287868,27.3,"FALSE","2287869:0.67,2287868:0.56,2287867:0.47,2287866:0.37,2287865:0.33",2,1
2661888,1,"MB095SH60UTFINDFAS-3925149",3925149,25,"FALSE","3925151:0.33,3925149:0.29,3925153:0.28,3925147:0.24,3925145:0.19,3925143:0.16",20,7
2662848,1,"CA028SH76OVRINDFAS-3972181",3972181,23,"TRUE","3972181:0.42,3972183:0.36,3972185:0.29,3972187:0.22,3972189:0.18,3972191:0.17",8,3
2664596,2,"CR037SH47BKAINDFAS-2134169",2134169,26.67,"TRUE","2134169:0.36,2134168:0.32,2134170:0.30,5194430:0.27,2134167:0.27,2134171:0.26",7,6
2664596,2,"CR037SH47BKAINDFAS-2134168",2134168,26.162,"FALSE","2134169:0.36,2134168:0.32,2134170:0.30,5194430:0.27,2134167:0.27,2134171:0.26",7,6
266476,1,"IN071SH42LBXINDFAS-2510991",2510991,25.3,"TRUE","2510991:0.47,2510993:0.45,2510989:0.40,2510987:0.32,2510985:0.24,2510983:0.23,2510981:0.20",4,3
266476,1,"IN071SH44LBVINDFAS-2510977",2510977,25.3,"TRUE","2510977:0.47,2510979:0.45,2510975:0.40,2510973:0.32,2510971:0.24,2510969:0.23,2510967:0.20",4,3
2665646,1,"IN071SH36DMLINDFAS-3383227",3383227,24,"TRUE","3383227:0.49,3383229:0.48,3383231:0.40,3383225:0.40,3383223:0.33,3383233:0.32",17,4
2665646,1,"TE228SH42ASJINDFAS-2964815",2964815,24.5,"TRUE","2964815:0.50,2964813:0.50,2964817:0.43,2964811:0.43,2964819:0.39,2964821:0.35",17,4
2667370,1,"MI877SH64NWTINDFAS-3050575",3050575,24.3,"TRUE","3050575:0.62,3050577:0.52,3050573:0.51,3050579:0.44,3050571:0.43,3050581:0.34",9,3
2671452,2,"GA180SH91VZWINDFAS-2120009",2120009,27.9,"FALSE","2120007:0.65,2120008:0.56,2120009:0.43,2120011:0.33,2120010:0.33,2120012:0.27",2,1
2673308,2,"SU068SH27ALOINDFAS-3998298",3998298,26,NA,"3998298:0.53,3998300:0.52,3998296:0.46,3998302:0.44,3998304:0.37",3,2
2674278,1,"JC046SH04UXJINDFAS-2298054",2298054,23,"TRUE","2298054:0.50,2298056:0.47,2298055:0.45,2298057:0.38,2298059:0.33,2298058:0.33",2,2
2675823,2,"AS017SH50OGNINDFAS-3645433",3645433,26,"TRUE","3645433:0.67,3645431:0.64,3645435:0.51,3645437:0.35,3645441:0.28,3645439:0.27",3,1
2678249,1,"LE080SH68OKTINDFAS-1993002",1993002,24.5,"FALSE","1993004:0.58,1993005:0.58,1993003:0.54,1993002:0.45,1993001:0.36,1993000:0.33",11,3
2678757,1,"CA028SH58FSRINDFAS-1295386",1295386,23.55,"TRUE","1295386:0.36,1295388:0.32,1295385:0.31,1295387:0.29,1295389:0.28,1295390:0.23",24,6
2679256,1,"ME936SH02GVDINDFAS-3687555",3687555,23.55,"TRUE","3687555:0.43,3687553:0.38,3687557:0.36,3687551:0.32,3687559:0.29,3687561:0.23,3687563:0.17",42,6
2680881,1,"CA027SH40WZJINDFAS-2896119",2896119,23.8,"TRUE","2896119:0.39,2896117:0.35,2896115:0.31,2896121:0.29,2896123:0.22,2896125:0.16",8,4
2680881,1,"IN071SH31TKIINDFAS-1600638",1600638,24,"FALSE","1600637:0.39,1600638:0.37,1600636:0.33,1600639:0.31,1600640:0.26,1600635:0.23,1600641:0.20",8,4
2680881,1,"CA027SH72HGDINDFAS-3332159",3332159,24.9,"FALSE","3332157:0.39,3332155:0.35,3332153:0.31,3332159:0.29,3332161:0.22,3332163:0.16",8,4
2680881,1,"CA027SH98KTTINDFAS-2871829",2871829,23.8,"TRUE","2871829:0.39,2871839:0.35,2871837:0.31,2871831:0.29,2871833:0.22,2871835:0.16",8,4
2682805,1,"LE080SH50AHXINDFAS-3787233",3787233,25.7,"TRUE","3787233:0.53,3787231:0.49,3787229:0.45,3787223:0.40,3787225:0.38,3787227:0.38",1,1
2683323,1,"IN071SH46DMBINDFAS-3383169",3383169,24.7,"FALSE","3383167:0.60,3383165:0.50,3383169:0.50,3383163:0.42,3383171:0.42,3383173:0.38",1,1
2683323,1,"PA688SH42BSJINDFAS-2906343",2906343,22.5,"FALSE","2906347:0.59,2906345:0.53,2906349:0.45,2906343:0.39,2906351:0.37,2906341:0.33",1,1
2684279,1,"MI162SH78JFXINDFAS-3220885",3220885,24.3,"FALSE","3220881:0.60,3220883:0.52,3220885:0.42,3220879:0.40,3220877:0.40,3220875:0.40",1,1
2685797,2,"JA696SH18SIFINDFAS-2711591",2711591,26,"FALSE","2711597:0.42,2711591:0.40,2711593:0.39,2711589:0.37,2711595:0.36,2711587:0.34",3,3
2686867,3,"KI446SH27GMYINDFAS-1518893",1518893,12.75,"NOPRED","1518890:0.40,1518893:0.40,1518891:0.40,1518895:0.40,1518892:0.39,1518894:0.38",1,1
2690779,2,"FI053SH40JLFINDFAS-1760149",1760149,26.04,"FALSE","1760151:0.57,1760152:0.54,1760150:0.49,1760149:0.41,1760148:0.39,1760147:0.37",1,1
2691337,3,"PU102SH30OJTINDFAS-1366443",1366443,19,"TRUE","1366442:0.59,1366443:0.59,1366441:0.55,1366444:0.55,1366445:0.51",1,1
2691510,1,"ZC657SH59YIAINDFAS-1738387",1738387,24.3,"FALSE","1738388:0.44,1738389:0.39,1738387:0.37,1738386:0.33,1738390:0.32,1738385:0.29",5,4
2691510,1,"ZC657SH15YKQINDFAS-1796543",1796543,24.3,"FALSE","1796544:0.44,1796545:0.39,1796543:0.37,1796542:0.33,1796546:0.32,1796541:0.29",5,4
2693561,1,"MI162SH08UFVINDFAS-2409307",2409307,26.2,"TRUE","2409307:0.60,2409305:0.51,2409303:0.43,2409297:0.40,2409299:0.40,2409301:0.40",1,1
2693701,2,"JE157SH92QPRINDFAS-3236411",3236411,28,"NOPRED","3236411:0.31,3236405:0.31,3236409:0.29,3236407:0.28,3236403:0.26,3236413:0.26",9,5
269421,2,"TI895SH37JMCINDFAS-678081",678081,26,"TRUE","678081:0.38,2290260:0.37,678084:0.32,678082:0.29,678083:0.25",4,4
2694953,1,"AD113SH26FJTINDFAS-3565903",3565903,24.96,"FALSE","3565899:0.59,3565897:0.52,3565901:0.50,3565903:0.40,3565905:0.39,3565907:0.39",1,1
2695664,1,"CR037SH11EGUINDFAS-2134613",2134613,22.86,"FALSE","2134614:0.60,1691420:0.53,2134615:0.47,2134613:0.42,4451132:0.35,4451130:0.28,2134612:0.23,2134611:0.17",4,2
2696661,1,"CA028SH98QRHINDFAS-548306",548306,23.6,"TRUE","548306:0.34,548307:0.29,548308:0.24,548309:0.20,548311:0.20,548310:0.19",6,4
2697232,1,"IN071SH84SITINDFAS-2404423",2404423,23.3,"TRUE","2404421:0.37,2404423:0.37,2404425:0.31,2404427:0.24,2404429:0.20,2404431:0.18",11,6
2698932,1,"CA028SH55RSYINDFAS-500328",500328,23.55,"TRUE","500328:0.75,500327:0.65,500329:0.62,500330:0.50,500331:0.40,500332:0.29",8,2
2699220,1,"MI162SH98STTINDFAS-2405821",2405821,23,"TRUE","2405821:0.50,2405823:0.44,2405829:0.38,2405825:0.35,2405819:0.33,2405827:0.33",4,3
2699586,3,"DI040SH99PZCINDFAS-1720485",1720485,21.16,"FALSE","1720488:0.49,1720487:0.46,1720486:0.43,1720485:0.41,1720484:0.38,1720483:0.35",4,3
2699586,3,"DI040SH99PZCINDFAS-1720483",1720483,19.47,"FALSE","1720488:0.49,1720487:0.46,1720486:0.43,1720485:0.41,1720484:0.38,1720483:0.35",4,3
2699703,2,"DC114SH84PZZINDFAS-2705255",2705255,29,"FALSE","2705251:0.56,2705249:0.51,2705253:0.43,2705247:0.39,2705255:0.37,2705257:0.36",1,1
2699830,3,"DI040SH82PNHINDFAS-1653468",1653468,15.24,"FALSE","1653471:0.55,1653470:0.53,1653472:0.51,1653469:0.50,1653468:0.47,1653467:0.44",5,3
2699884,1,"ST131SH60XVZINDFAS-2418367",2418367,25,NA,"2418367:0.57,2418369:0.50,2418365:0.48,2418371:0.41,2418363:0.38,2418361:0.31",3,2
2702890,1,"CR037SH32ZVBINDFAS-2421057",2421057,23.622,"TRUE","2421057:0.59,2421059:0.52,2421055:0.50",1,1
2702891,2,"AC753SH33NEKINDFAS-2044728",2044728,26.25,"TRUE","2044728:0.40,2044729:0.32,2044730:0.25,2044732:0.20,2044731:0.20",6,5
2703670,1,"SH405SH32SOPINDFAS-3921367",3921367,23,"FALSE","3921365:0.57,3921367:0.49,3921369:0.43,3921371:0.35,3921373:0.29",3,2
2703760,1,"YE982SH89YDUINDFAS-2013384",2013384,24.5,"TRUE","2013384:0.51,2013383:0.49,2013385:0.45,2013386:0.39,2013387:0.34",22,4
2704761,1,"ME936SH18GUNINDFAS-3687425",3687425,23,"TRUE","3687425:0.79,3687427:0.69,3687423:0.68,3687429:0.55,3687431:0.42,3687433:0.32,3687435:0.20",10,2
2704761,1,"TE228SH02JYNINDFAS-2751095",2751095,23.5,"TRUE","2751095:0.69,2751097:0.58,2751099:0.51,2751101:0.40,2751103:0.35,2751105:0.29",10,2
2706215,1,"ZC657SH18VTLINDFAS-3013981",3013981,24.3,"TRUE","3013979:0.50,3013981:0.50,3013977:0.44,3013983:0.42,3013985:0.35,3013987:0.33",2,2
2706215,1,"MI162SH20HTNINDFAS-3571451",3571451,23.55,"TRUE","3571451:0.50,3571453:0.50,3571449:0.44,3571455:0.42,3571457:0.35,3571459:0.33",2,2
