"CustomerNo","fk_catalog_segment","sku_simple","id_catalog_simple","avg_size","prediction","simple_list","cluster_total","profiles"
10427235,2,"SA246SH15BLGINDFAS-2134353",2134353,26.3,"TRUE","2134353:0.50,2134356:0.47,2134355:0.46,2134352:0.43,2134354:0.42",2,2
10429141,1,"IN071SH18FCFINDFAS-3800123",3800123,22.7,"FALSE","3800125:0.57,3800127:0.54,3800123:0.48,3800129:0.44,3800133:0.38,3800131:0.38,3800121:0.33",1,1
10441079,1,"NE717SH51LLSINDFAS-4702352",4702352,25.55,"FALSE","4702351:0.50,4702353:0.50,4702352:0.44,4702350:0.42,4702348:0.33,4702349:0.33",2,2
10441787,1,"MI162SH12JILINDFAS-3221275",3221275,24.3,"TRUE","3221275:0.60,3221277:0.50,3221273:0.50,3221279:0.43,3221271:0.42,3221281:0.40",1,1
1044231,1,"KI520SH82FXHINDFAS-4631004",4631004,22.4,"TRUE","4631004:0.50,4631005:0.50,4631006:0.44,4631007:0.35,4631008:0.27,4631009:0.25",4,2
1044253,1,"MO651SH97XVMINDFAS-3989982",3989982,24,"FALSE","3989980:0.57,3989982:0.54,3989978:0.48,3989984:0.44,3989990:0.40,3989976:0.38,3989988:0.38,3989986:0.38",1,1
1044253,1,"BR408SH38SAZINDFAS-2292726",2292726,25.5,"FALSE","2292724:0.59,2292723:0.52,2292725:0.48,2292726:0.40,2292727:0.38,2292728:0.37,2292729:0.29",1,1
1044253,1,"LA037SH34UUFINDFAS-2411297",2411297,24.9,"FALSE","2411295:0.57,2411293:0.51,2411291:0.44,2411297:0.41,2411301:0.39,2411299:0.39",1,1
1044373,1,"AD113SH36FJJINDFAS-3565843",3565843,24.96,"TRUE","3565843:0.59,3565845:0.51,3565841:0.50,3565847:0.42,3565839:0.41,3565837:0.40",1,1
1044449,1,"CR037SH48EFJINDFAS-3731941",3731941,26.162,"FALSE","1691227:0.58,3731941:0.51,3731943:0.44,1691226:0.40,1691225:0.39,1691224:0.39,1691223:0.32,1691222:0.28",1,1
1044656,1,"RE105SH76TSXINDFAS-3483369",3483369,26.5,"FALSE","3483367:0.53,3483365:0.53,3483363:0.40,3483369:0.39",1,1
10474065,1,"TR637SH54RMJINDFAS-4656881",4656881,22.6,"FALSE","4656882:0.55,4656881:0.45,4656883:0.43,4656880:0.39,4656878:0.33,4656879:0.29",3,2
10474065,1,"CA027SH48ADZINDFAS-4054331",4054331,22.9,"FALSE","4054333:0.54,4054331:0.49,4054329:0.43,4054335:0.39,4054337:0.29,4054339:0.28",3,2
1048112,2,"RE104SH18WPTINDFAS-1277875",1277875,25.7,"TRUE","1277875:0.50,1277876:0.47,1277874:0.47,1277877:0.39,1277878:0.32,1277879:0.26",4,3
10482461,1,"NE717SH35VYUINDFAS-4163372",4163372,23,"FALSE","4163368:0.60,4163366:0.50,4163370:0.50,4163372:0.42,4163374:0.40",1,1
10482461,1,"FI053SH38LMBINDFAS-3402711",3402711,23.5,"FALSE","3402713:0.58,3402715:0.53,3402711:0.49,3402717:0.45,3402709:0.40",1,1
10484425,1,"IL755SH86WVPINDFAS-3016885",3016885,24.9,"FALSE","3016883:0.53,3016885:0.52,3016887:0.40,3016881:0.40,3016879:0.40,3016889:0.39",1,1
10488001,1,"MY465SH66NFPINDFAS-4203807",4203807,23,"TRUE","4203807:0.60,4203815:0.52,4203813:0.42,4203811:0.40,4203809:0.40",1,1
1049743,1,"ZC657SH30PQVINDFAS-2230703",2230703,25.55,"TRUE","2230703:0.60,2230702:0.52,2230704:0.51,2230701:0.43,2230699:0.40,2230700:0.40",1,1
1049833,2,"CR037SH77GNYINDFAS-4450898",4450898,26.162,"FALSE","4450906:0.47,4450900:0.47,4450898:0.45,4450902:0.45,4450904:0.39,5194458:0.31",4,2
10507683,2,"KN667SH29ERYINDFAS-4184144",4184144,27.9,"TRUE","4184144:0.59,4184146:0.56,4184142:0.43,4184140:0.40,4184136:0.40,4184138:0.40",1,1
1051635,1,"MY465SH22TYFINDFAS-2949403",2949403,25,"TRUE","2949403:0.43,2949405:0.38,2949401:0.36,2949407:0.31,2949399:0.29,2949397:0.23",19,6
1051794,2,"BU607SH14BNPINDFAS-4554617",4554617,25.7,"FALSE","4554619:0.50,4554618:0.42,4554617:0.39,4554620:0.37,4554615:0.36,4554616:0.33",2,2
105286,3,"KI446SH72LLNINDFAS-2221348",2221348,14.25,"TRUE","2221348:0.57,2221347:0.54,2221346:0.51,2221345:0.49,2221344:0.46,2221343:0.43",3,2
105286,3,"KI446SH75LLKINDFAS-2221329",2221329,13.5,"FALSE","2221330:0.57,2221329:0.54,2221328:0.51,2221327:0.49,2221326:0.46,2221325:0.43",3,2
10532491,1,"MI162SH52FHBINDFAS-3212193",3212193,23.55,"TRUE","3212193:0.60,3212191:0.52,3212195:0.50,3212197:0.40,3212187:0.40,3212189:0.40",1,1
10536687,2,"CO036SH62RFPINDFAS-1265839",1265839,26.5,"FALSE","1265840:0.53,1265841:0.53,1265839:0.40,1265842:0.40,1265838:0.38,1265837:0.35,1565319:0.30,1565318:0.21,1565317:0.12",1,1
10538817,2,"CR037SH75UVSINDFAS-2117428",2117428,24.13,"FALSE","2117429:0.56,2117428:0.47,2117430:0.46,2117427:0.40,2117434:0.40,2117431:0.40,2117433:0.39,2117432:0.39,2117435:0.37,2117426:0.30",1,1
10549537,1,"CA027SH84NYDINDFAS-4206527",4206527,23.8,"TRUE","4206527:0.50,4206525:0.49,4206523:0.41,4206529:0.39,4206521:0.32,4206531:0.32",3,2
1055283,1,"MB095SH88WRNINDFAS-3250339",3250339,25,"FALSE","3250337:0.45,3250339:0.38,3250335:0.38,3250341:0.36,3250333:0.32,3250343:0.31",7,4
10563883,1,"LA077SH78JLDINDFAS-4076639",4076639,25,"TRUE","4076639:0.60,4076641:0.52,4076637:0.50,4076643:0.43,4076633:0.40,4076635:0.40",1,1
10570587,1,"IN071SH86TNDINDFAS-2887807",2887807,25.3,"FALSE","2887809:0.64,2887807:0.53,2887805:0.43,2887803:0.33,2887801:0.31,2887799:0.31",2,1
10578063,2,"CR037SH46UWRINDFAS-947885",947885,28.702,"FALSE","947888:0.58,947882:0.55,2005903:0.48,947887:0.45,947885:0.40,947889:0.39,947884:0.37,2005902:0.31,947886:0.27,947883:0.20",1,1
1058004,1,"MI162SH10STHINDFAS-2405757",2405757,26.2,"TRUE","2405757:0.70,2405755:0.59,2405753:0.50,2405751:0.39,2405749:0.27,2405747:0.18",19,3
10580431,1,"CA027SH22XABINDFAS-2896233",2896233,26.6,"TRUE","2896233:0.56,2896231:0.44,2896229:0.33,2896223:0.29,2896225:0.28,2896227:0.27",3,2
10598193,1,"AL009SH48UGHINDFAS-3772017",3772017,24.13,"TRUE","3772017:0.52,3772019:0.43,3772021:0.39,3772023:0.39",1,1
