"CustomerNo","fk_catalog_segment","sku_simple","id_catalog_simple","avg_size","prediction","simple_list","cluster_total","profiles"
10292829,2,"BE013SH08IWDINDFAS-3162115",3162115,25.4,"FALSE","3162117:0.57,3162115:0.52,3162119:0.45,3162121:0.39,3162123:0.39",1,1
1029647,1,"MI162SH12JMHINDFAS-3221881",3221881,24.3,"TRUE","3221881:0.60,3221871:0.50,3221879:0.50,3221873:0.43,3221877:0.42,3221875:0.40",1,1
1029647,1,"AL007SH51HVCINDFAS-2271867",2271867,23.622,"FALSE","2271868:0.59,2271869:0.52,2271867:0.51,2271870:0.41,2271866:0.40,2271871:0.40,2271865:0.40",1,1
1029685,2,"CO036SH63SDOINDFAS-1324507",1324507,25.5,"FALSE","1324510:0.53,1324509:0.53,1324508:0.40,1324511:0.40,1324507:0.38,1324506:0.35,1565328:0.30,1565327:0.21,1565326:0.12",1,1
10316729,1,"MI162SH20JLZINDFAS-3221829",3221829,25,"TRUE","3221829:0.57,3221831:0.50,3221827:0.48,3221833:0.41,3221825:0.38,3221823:0.31",3,2
1034525,1,"ZC657SH10SCZINDFAS-2355449",2355449,23.55,"TRUE","2355449:0.44,2355447:0.39,2355451:0.37,2355455:0.33,2355453:0.29,2355457:0.28",5,4
1036089,2,"GE778SH82XAVINDFAS-2601157",2601157,25.1,"FALSE","2601161:0.60,2601159:0.56,2601163:0.51,2601157:0.48,2601165:0.39",1,1
10362279,2,"ST446SH24TJZINDFAS-2527037",2527037,25.7,"FALSE","2527039:0.50,2527041:0.49,2527043:0.46,2527045:0.39,2527037:0.39,2527047:0.33,2527035:0.31",2,2
10369505,1,"HY945SH53NSWINDFAS-876445",876445,25,"TRUE","876445:0.67,876446:0.58,876444:0.56,876447:0.48,876443:0.44,876442:0.36",2,1
10378641,2,"ZC657SH43JLSINDFAS-868000",868000,26.7,"FALSE","868002:0.60,868001:0.51,868003:0.51,868000:0.43,867998:0.40,867999:0.40",1,1
10378641,2,"RE104SH76UZJINDFAS-2362013",2362013,26.7,"FALSE","2362017:0.59,2362015:0.51,2362013:0.43,2362011:0.40,2362009:0.40,2362007:0.39",1,1
10378641,2,"RE104SH82NVHINDFAS-2759445",2759445,26.7,"FALSE","2759449:0.59,2759447:0.51,2759445:0.43,2759443:0.40,2759441:0.40,2759439:0.39",1,1
10381745,1,"JC046SH70DEFINDFAS-2200761",2200761,25.55,"TRUE","2200761:0.50,2200760:0.44,2200762:0.42,2200759:0.35,2200758:0.27,2200757:0.25",4,3
1038361,1,"ZC657SH86FLHINDFAS-3566137",3566137,23,"FALSE","3566139:0.67,3566137:0.58,3566141:0.55,3566143:0.44,3566145:0.36,3566147:0.33",2,1
1038906,1,"MY465SH96GFFINDFAS-3390429",3390429,25,"TRUE","3390429:0.46,3390431:0.46,3390433:0.39,3390427:0.39,3390425:0.31,3390423:0.25",9,3
1038906,1,"LA037SH00UVNINDFAS-2411501",2411501,24.9,"TRUE","2411501:0.45,2411503:0.45,2411505:0.35,2411499:0.33,2411497:0.24,2411495:0.18",9,3
10389381,1,"ZC657SH54KMRINDFAS-3045057",3045057,25.55,"FALSE","3045055:0.67,3045057:0.58,3045053:0.56,3045059:0.48,3045051:0.44,3045049:0.36",2,1
10389381,1,"YE982SH75YEIINDFAS-2013456",2013456,25.45,"FALSE","2013455:0.67,2013456:0.60,2013454:0.59,2013457:0.53,2013453:0.50",2,1
1039595,1,"MI162SH00JFBINDFAS-3220743",3220743,23,"TRUE","3220743:0.75,3220745:0.65,3220747:0.52,3220749:0.40,3220751:0.31,3220753:0.25",4,1
1039595,1,"MI162SH00JFBINDFAS-3220745",3220745,23.55,"FALSE","3220743:0.75,3220745:0.65,3220747:0.52,3220749:0.40,3220751:0.31,3220753:0.25",4,1
10396615,1,"KI520SH50VXLINDFAS-2364113",2364113,23.55,"FALSE","2364111:0.60,2364113:0.52,2364115:0.42,2364119:0.40,2364117:0.40,2364121:0.40",1,1
10396615,1,"IN071SH29VNMINDFAS-1225510",1225510,22.7,"TRUE","1225510:0.56,1225511:0.56,1225512:0.46,1225513:0.40,1225515:0.38,1225514:0.38",1,1
10402115,1,"ST446SH28YXZINDFAS-2668683",2668683,23.5,"TRUE","2668683:0.59,2668685:0.57,2668687:0.54,2668681:0.52,2668679:0.45,2668689:0.45,2668677:0.41,2668691:0.39,2668693:0.37,2668675:0.33",1,1
10402115,1,"ST446SH28YXZINDFAS-2668687",2668687,24,"FALSE","2668683:0.59,2668685:0.57,2668687:0.54,2668681:0.52,2668679:0.45,2668689:0.45,2668677:0.41,2668691:0.39,2668693:0.37,2668675:0.33",1,1
1040312,1,"RE105SH40JWHINDFAS-1036332",1036332,25.5,"TRUE","1036331:0.52,1036332:0.52,1036333:0.38,1036330:0.38",8,3
10404297,1,"PI727SH95YFWINDFAS-1442062",1442062,24.1,"TRUE","1442062:0.57,1442063:0.53,1442061:0.49,1442064:0.43,1442060:0.40,1442065:0.40",1,1
1040779,1,"MY465SH14GENINDFAS-3390321",3390321,25,"TRUE","3390323:0.44,3390321:0.44,3390325:0.38,3390319:0.37,3390317:0.33,3390315:0.29",5,3
10409301,1,"WO136SH60PRVINDFAS-1888317",1888317,23.8,"FALSE","1888316:0.45,1888317:0.40,1888319:0.39,1888320:0.39,1888321:0.39,1888318:0.38",1,1
1041254,2,"SA106SH98CAJINDFAS-710056",710056,27.3,"FALSE","710057:0.67,710058:0.56,710056:0.56,710055:0.47,710054:0.37,710053:0.33",2,1
1041254,2,"TU589SH85BSGINDFAS-2021560",2021560,28,"TRUE","2021560:0.67,2021561:0.57,2021559:0.57,2021562:0.47,2021558:0.47",2,1
